Code_Name,EN_Name,Rarity,E2_Mat_1,E2_Mat_1_Qty,E2_Mat_2,E2_Mat_2_Qty,S1M1_Mat_1,S1M1_Mat_1_Qty,S1M1_Mat_2,S1M1_Mat_2_Qty,S1M2_Mat_1,S1M2_Mat_1_Qty,S1M2_Mat_2,S1M2_Mat_2_Qty,S1M3_Mat_1,S1M3_Mat_1_Qty,S1M3_Mat_2,S1M3_Mat_2_Qty,S2M1_Mat_1,S2M1_Mat_1_Qty,S2M1_Mat_2,S2M1_Mat_2_Qty,S2M2_Mat_1,S2M2_Mat_1_Qty,S2M2_Mat_2,S2M2_Mat_2_Qty,S2M3_Mat_1,S2M3_Mat_1_Qty,S2M3_Mat_2,S2M3_Mat_2_Qty,S3M1_Mat_1,S3M1_Mat_1_Qty,S3M1_Mat_2,S3M1_Mat_2_Qty,S3M2_Mat_1,S3M2_Mat_1_Qty,S3M2_Mat_2,S3M2_Mat_2_Qty,S3M3_Mat_1,S3M3_Mat_1_Qty,S3M3_Mat_2,S3M3_Mat_2_Qty
char_4138_narant,Narantuya,6,30125,4,31014,7,30064,4,31063,1,31074,4,31034,7,30155,6,30054,2,30094,4,30023,7,30014,4,31064,10,30135,6,31084,5,31024,4,31013,6,31034,4,31044,7,30145,6,31054,1
char_112_siege,Siege,6,30125,4,30014,6,30074,4,30053,8,30104,4,30084,7,30125,6,30014,6,30084,4,30063,4,30014,4,30094,9,30125,6,30034,5,30094,4,30073,7,30024,4,30104,8,30115,6,30064,4
char_222_bpipe,Bagpipe,6,30115,4,30014,9,30074,4,30053,8,30104,4,30084,7,30125,6,30054,5,30084,4,30063,4,31024,4,30104,8,30135,6,30074,7,30094,4,30073,7,31014,4,30014,10,30125,6,30044,4
char_362_saga,Saga,6,30125,4,31024,6,31034,4,31013,3,31014,4,30014,10,30125,6,31024,5,30104,4,30083,5,30044,4,31024,7,30115,6,31014,7,30094,4,30073,7,31024,4,30104,8,30135,6,30014,7
char_4026_vulpis,Vulpisfoglia,6,30155,4,31084,2,30084,4,31083,4,31064,4,31074,8,30115,6,31014,7,31084,4,30083,5,30044,4,30094,7,30135,6,30014,7,31044,4,31073,6,31054,4,30104,8,30155,6,31024,2
char_479_sleach,Saileach,6,30145,4,31044,6,30014,4,30093,7,30104,4,30084,7,30145,6,31044,4,31014,4,30013,11,31034,4,31054,8,30115,6,31014,6,31024,4,30103,5,31054,4,30064,6,30125,6,31034,4
char_420_flamtl,Flametail,6,30125,4,30014,9,30074,4,30053,8,31024,4,30104,8,30125,6,30064,4,30084,4,31053,5,30044,4,31024,7,30115,6,30044,5,30094,4,30073,7,30054,4,31054,8,30135,6,30054,5
char_427_vigil,Vigil,6,30145,3,30064,4,30104,4,31033,5,30074,4,31064,8,30115,6,31034,5,30054,4,31053,4,31024,4,30064,7,30135,6,30044,5,31044,4,31023,7,30104,4,30074,9,30145,6,30084,4
char_249_mlyss,Muelsyse,6,30125,4,30094,5,30014,4,30093,7,31064,4,31054,8,30145,6,30044,3,30104,4,30033,6,30014,4,30074,10,30155,6,31024,4,30084,4,30013,7,30044,4,30094,7,30115,6,30074,7
char_4228_closur,Closure,6,30155,4,30044,2,30044,4,31113,3,31044,4,31094,9,30115,6,30054,5,31114,4,31093,5,31054,4,30014,10,30155,6,31084,2,31074,4,31053,5,31014,4,31034,7,30145,6,31044,1
char_1045_svash2,SilverAsh the Reignfrost,6,30145,4,31034,2,30014,4,31093,8,30104,4,31064,8,30135,6,31084,5,31024,4,31053,6,31034,4,30044,6,30155,6,31054,2,30054,4,30063,4,31064,4,31054,9,30145,6,31094,1
char_4087_ines,Ines,6,30115,4,31034,4,31044,4,30063,5,30094,4,30084,8,30115,6,31064,6,30094,4,31033,7,31024,4,31014,9,30125,6,30054,5,31054,4,30023,8,30064,4,30044,5,30135,6,31044,6
char_134_ifrit,Ifrit,6,30135,4,30034,7,30084,4,30063,4,30014,4,30094,9,30135,6,30034,6,30094,4,30073,7,30024,4,30104,8,30135,6,30044,5,30104,4,30083,5,30034,4,30014,10,30125,6,30044,4
char_4229_aphris,Aphrissa,6,30165,4,31104,2,31064,4,30083,7,31084,4,31074,8,30145,6,31024,1,30044,4,31073,3,31044,4,31094,9,30165,6,30054,1,31104,4,30043,6,31054,4,30014,10,30115,6,31084,5
char_213_mostma,Mostima,6,30125,4,30094,7,30014,4,30093,7,30044,4,30024,7,30125,6,30094,5,30024,4,30103,5,30054,4,30034,7,30115,6,30094,6,30034,4,30013,8,30064,3,30044,6,30115,6,30034,6
char_180_amgoat,Eyjafjalla,6,30115,4,30064,5,30094,4,30073,7,30024,4,30104,8,30115,6,30064,4,30104,4,30083,5,30034,4,30014,10,30115,6,30084,6,30014,4,30093,7,30044,4,30024,7,30135,6,30054,5
char_2013_cerber,Ceobe,6,30125,4,31024,5,30104,4,30083,5,30044,4,31024,7,30115,6,31014,7,31024,4,30103,5,30054,4,31014,9,30135,6,31024,6,31014,4,30013,11,30064,3,30044,6,30125,6,30014,6
char_4027_heyak,Ho'olheyak,6,30135,4,31064,7,30044,4,30103,3,31054,4,31034,7,30125,6,30014,6,31034,4,31063,3,30074,4,30054,8,30135,6,31034,5,31024,4,31013,6,30094,4,31064,7,30145,6,30084,4
char_4133_logos,Logos,6,30155,4,30074,6,30074,4,30013,11,30014,4,30054,8,30135,6,30064,4,30014,4,31043,8,30064,4,30074,7,30115,6,30084,6,30064,3,30023,5,30104,4,30044,7,30145,6,30074,4
char_2015_dusk,Dusk,6,30145,4,30084,6,30014,4,30093,7,30054,4,31014,9,30145,6,30074,4,31014,4,30013,11,30064,3,31034,5,30125,6,30044,4,31024,4,30103,5,30074,4,30054,8,30145,6,30084,6
char_4141_marcil,Marcille,6,30155,4,30094,2,31044,4,30103,5,31054,4,30104,8,30135,6,31024,6,30064,4,31043,1,31074,4,31034,7,30125,6,30054,5,31014,4,30023,10,30094,4,30084,8,30155,6,31064,2
char_472_pasngr,Passenger,6,30125,4,30044,5,30074,4,30053,8,31034,4,31014,8,30115,6,30104,6,30084,4,30063,4,30014,4,30094,9,30135,6,31034,5,31034,4,31013,3,31014,4,30014,10,30145,6,31024,4
char_426_billro,Carnelian,6,30135,4,30104,7,30084,4,30063,4,30014,4,30094,9,30125,6,30084,5,31034,4,31013,3,31014,4,30014,10,30115,6,30074,7,30104,4,30083,5,30044,4,31024,7,30135,6,30104,5
char_4080_lin,Lin,6,30135,4,31054,8,30084,4,31043,5,30054,4,30104,7,30115,6,30074,7,31024,4,30043,6,31044,4,30084,8,30125,6,30044,4,31054,4,30033,8,30014,4,31064,8,30135,6,31024,6
char_1046_sbell2,Pramanix the Prerita,6,30165,4,30054,2,30044,4,31083,3,31044,4,31094,9,30115,6,31024,6,31054,4,30083,7,31074,4,30104,7,30135,6,30054,5,31014,4,31073,7,31094,4,31034,7,30155,6,31084,2
char_377_gdglow,Goldenglow,6,30125,4,30084,5,30064,3,30043,4,31014,4,30014,10,30125,6,30064,4,30074,4,30053,8,31024,4,30104,8,30115,6,30044,5,30084,4,31053,5,30044,4,31024,7,30135,6,30054,5
char_1038_whitw2,Lappland the Decadenza,6,30145,4,30044,2,31074,4,30043,6,31014,4,31034,7,30145,6,30054,1,30094,4,30013,8,30014,4,30084,8,30115,6,31064,6,30104,4,30093,4,31024,4,31084,8,30135,6,30044,5
char_4046_ebnhlz,Ebenholz,6,30135,4,31044,7,31034,4,31013,3,30074,4,30054,8,30115,6,30074,7,31054,4,30063,5,30084,4,31044,8,30135,6,30104,5,31044,4,31023,7,30094,4,30074,9,30145,6,31044,4
char_4226_veen,Вий,6,30145,4,31044,6,31094,4,30063,5,31104,4,31064,9,30165,6,31054,1,30014,4,30073,10,31024,4,30044,7,30115,6,31014,7,31034,4,31083,2,30054,4,31114,7,30155,6,31104,2
char_4146_nymph,Nymph,6,30115,4,30064,5,30044,4,31013,3,31044,4,30014,10,30115,6,30104,6,30064,4,30073,1,31074,4,31034,7,30155,6,30054,2,30094,4,31073,5,30014,4,31064,10,30135,6,31084,5
char_1040_blaze2,Blaze the Igniting Spark,6,30155,4,31034,2,30014,4,31033,9,30104,4,31064,8,30115,6,31084,5,31024,4,30053,6,31034,4,30044,6,30135,6,31044,6,30054,4,31013,4,31064,4,31054,9,30155,6,31074,2
char_4204_mantra,Mantra,6,30155,4,31024,2,30044,4,31033,4,31044,4,31094,9,30145,6,30014,1,31054,4,30053,7,31074,4,30104,7,30165,6,31024,1,31014,4,31013,7,31094,4,31034,7,30115,6,30054,5
char_450_necras,Necrass,6,30115,4,31064,6,30094,4,31083,5,30014,4,30054,8,30155,6,31064,2,30104,4,30083,5,31024,4,31084,8,30145,6,30044,1,31034,4,31073,3,30054,4,31044,8,30115,6,31054,6
char_206_gnosis,Gnosis,6,30145,3,31024,7,30104,3,30083,9,30064,3,30044,6,30145,6,30094,4,31034,4,31013,3,30074,4,30054,8,30125,6,30084,5,31054,4,30063,5,30084,4,31044,8,30115,6,30074,7
char_291_aglina,Angelina,6,30125,4,30024,5,30064,3,30043,4,30094,4,30074,9,30125,6,30024,5,30074,4,30053,8,30104,4,30084,7,30115,6,30024,6,30084,4,30063,4,30014,4,30094,9,30115,6,30074,7
char_358_lisa,Suzuran,6,30135,4,30094,8,31024,4,30103,5,31014,4,30014,10,30135,6,30044,5,30054,4,31013,4,30044,4,31024,7,30125,6,30094,5,30074,4,30053,8,30064,3,30044,6,30125,6,30054,5
char_1047_halo2,Astgenne the Lightchaser,6,30115,4,31064,6,30104,4,30013,7,31024,4,31084,8,30165,6,31054,1,31034,4,30093,3,30054,4,31044,8,30115,6,31014,7,31064,4,31023,8,31084,4,31074,8,30135,6,30014,7
char_248_mgllan,Magallan,6,30115,4,30084,6,30104,4,30083,5,30034,4,30014,10,30115,6,30084,6,30014,4,30093,7,30044,4,30024,7,30135,6,30054,5,30024,4,30103,5,30054,4,30034,7,30135,6,30064,4
char_1012_skadi2,Skadi the Corrupting Heart,6,30115,4,30094,5,30104,4,30083,5,30044,4,31024,7,30115,6,31014,7,30094,4,30073,7,31024,4,30104,8,30125,6,31034,4,30014,4,30093,7,30054,4,31014,9,30115,6,31024,6
char_4134_cetsyr,Civilight Eterna,6,30115,4,30084,6,30104,4,31023,5,30094,4,31064,8,30155,6,31074,4,31084,4,31013,5,31014,4,30094,9,30125,6,31084,5,31024,4,30033,8,31044,4,30104,8,30145,6,30044,3
char_1031_slent2,Silence the Paradigmatic,6,30145,3,30104,6,30064,3,31033,5,31014,4,30104,8,30155,6,30094,4,30094,4,31043,5,30054,4,31024,8,30115,6,31054,6,31044,4,30053,7,31034,4,30064,6,30135,6,31014,6
char_4202_haruka,Haruka,6,30115,4,30014,9,31044,4,31023,7,31054,4,30014,10,30155,6,30104,2,31074,4,30033,7,31014,4,31024,9,30145,6,31034,1,31094,4,31063,6,30014,4,30054,8,30165,6,31064,1
char_2023_ling,Ling,6,30135,4,31034,5,31024,4,30103,5,31054,4,30064,6,30115,6,31024,6,30044,4,31043,3,31044,4,31014,9,30145,6,30014,4,30054,4,31013,4,30014,4,30094,9,30135,6,31014,6
char_4072_ironmn,Stainless,6,30115,4,31044,6,30084,4,31013,5,31044,4,31054,9,30125,6,30014,6,31054,4,30093,6,31014,4,31024,9,30135,6,30074,7,31034,4,30023,4,30094,4,30014,10,30145,6,31054,4
char_4212_nasti,Nasti,6,30135,4,31084,5,31044,4,31063,5,31054,4,30014,10,30145,6,31034,1,31074,4,30103,4,31014,4,31024,9,30165,6,31064,1,31094,4,31043,6,30014,4,30054,8,30115,6,30044,5
char_245_cello,Virtuosa,6,30115,4,30104,5,31044,4,30053,7,31034,4,30074,8,30145,6,30074,4,30094,4,31083,5,30104,4,30044,7,30155,6,31034,3,31054,4,31023,7,31024,4,31034,7,30125,6,30014,6
char_1042_phatm2,Tragodia,6,30155,4,30054,2,30104,4,31053,4,31024,4,30044,7,30145,6,31044,1,31034,4,30063,2,30054,4,31054,8,30165,6,31074,1,31064,4,30073,9,31084,4,31014,9,30115,6,30094,6
char_250_phatom,Phantom,6,30115,4,31014,9,30014,4,30093,7,30074,4,30054,8,30135,6,31024,6,30054,4,31013,4,30084,4,30064,5,30115,6,31024,6,30064,3,30043,4,30094,4,30074,9,30135,6,31014,6
char_1028_texas2,Texas the Omertosa,6,30125,4,30044,7,30064,3,31063,4,30074,4,31034,5,30155,6,30054,4,30074,4,30083,8,30014,4,30054,8,30115,6,31044,6,31064,4,30063,4,31034,4,31014,8,30125,6,30094,5
char_1029_yato2,Kirin R Yato,6,30155,3,30054,6,31034,4,31053,3,30044,4,30094,7,30135,6,31014,6,30014,4,31013,8,31054,4,31044,9,30145,6,30014,4,31054,4,30013,9,30104,4,31024,8,30155,6,30064,3
char_1502_crosly,Crownslayer,6,30135,4,31064,7,30094,4,31053,5,30014,4,30084,8,30135,6,31064,6,30104,4,30063,4,31024,4,31084,8,30155,6,30044,2,31034,4,30073,3,30054,4,31044,8,30145,6,31054,1
char_322_lmlee,Lee,6,30115,4,30074,9,31044,4,31023,7,30094,4,30074,9,30135,6,30104,5,30014,4,30093,7,30104,4,30084,7,30145,6,31044,4,31014,4,30013,11,31034,4,31014,8,30125,6,31054,5
char_1033_swire2,Swire the Elegant Wit,6,30135,4,30074,6,30084,4,31013,5,31064,4,31044,8,30135,6,30064,4,31054,4,30093,6,30084,4,30104,7,30145,6,31064,4,31034,4,30023,4,30054,4,30084,7,30155,6,31014,4
char_400_weedy,Weedy,6,30135,4,30084,6,30084,4,30063,4,30014,4,30094,9,30125,6,31024,5,30094,4,30073,7,30064,3,30044,6,30125,6,31014,6,30104,4,30083,5,30074,4,30054,8,30115,6,31014,7
char_225_haak,Aak,6,30135,4,31014,7,31014,4,30013,11,30094,4,30074,9,30115,6,31024,6,30044,4,31023,4,30104,4,30084,7,30135,6,31014,6,30054,4,31013,4,31024,4,30104,8,30125,6,31024,5
char_1041_angel2,Exusiai the New Covenant,6,30165,4,30104,2,31014,4,30033,10,30094,4,31034,7,30165,6,30054,1,31094,4,31063,6,30014,4,31064,10,30115,6,31084,5,30104,4,30103,4,31024,4,30044,7,30135,6,31044,6
char_474_glady,Gladiia,6,30145,4,31014,6,31014,4,30013,11,30064,3,30044,6,30135,6,31014,6,31024,4,30103,5,30074,4,30054,8,30145,6,30014,4,30044,4,31023,4,30084,4,30054,5,30125,6,30064,4
char_437_mizuki,Mizuki,6,30115,4,31034,6,31024,4,30103,5,30074,4,30054,8,30135,6,30014,7,30044,4,31023,4,30084,4,30064,5,30145,6,30074,4,30054,4,31013,4,30094,4,30074,9,30125,6,30044,4
char_4132_ascln,Ascalon,6,30135,4,30054,6,31064,4,30063,4,31064,4,31074,8,30155,6,30014,5,30094,4,31063,6,31024,4,30064,6,30115,6,31024,6,30044,4,31083,3,30044,4,31034,6,30125,6,30104,5
char_1023_ghost2,Specter the Unchained,6,30115,4,30054,6,31014,4,30013,11,31034,4,31024,8,30125,6,31044,4,31024,4,30103,5,31054,4,30064,6,30115,6,31024,6,30044,4,31013,3,31044,4,31034,9,30135,6,31024,6
char_4048_doroth,Dorothy,6,30115,4,31054,8,30014,4,30093,7,30104,4,30084,7,30125,6,31054,5,31014,4,30013,11,31034,4,30104,8,30115,6,31024,6,31024,4,30103,5,31054,4,30064,6,30135,6,31014,6
char_4123_ela,Ela,6,30125,4,30044,7,31014,4,31033,9,30054,4,31044,8,30125,6,31034,4,31044,4,31073,6,31084,4,31024,8,30135,6,31044,6,30084,4,30093,5,30084,4,31014,9,30145,6,30094,4
char_2027_wang,Wang,6,30115,4,30054,6,31054,4,31053,6,31074,4,30014,10,30165,6,30054,1,31014,4,30063,6,31094,4,31034,7,30115,6,31084,5,30014,4,30073,10,31024,4,31064,9,30155,6,31054,2
char_1039_thorn2,Thorns the Lodestar,6,30115,4,31044,7,31034,4,31023,3,30054,4,31044,8,30155,6,31054,2,30084,4,30033,7,31064,4,31074,8,30145,6,31014,1,31084,4,31063,4,30044,4,30094,7,30115,6,30014,7
char_1015_aglna2,Angelina the Mellow Wish,6,30145,4,31094,2,31104,4,31043,6,31054,4,30014,10,30165,6,31044,1,31074,4,30023,7,31014,4,31034,7,30115,6,31054,6,31094,4,31103,6,31114,4,31064,9,30155,6,31014,2
char_147_shining,Shining,6,30125,4,30044,5,30104,4,30083,5,30034,4,30014,10,30125,6,30044,4,30014,4,30093,7,30044,4,30024,7,30125,6,30094,5,30024,4,30103,5,30054,4,30034,7,30115,6,30094,6
char_179_cgbird,Nightingale,6,30135,4,30054,6,30014,4,30093,7,30044,4,30024,7,30135,6,30054,5,30024,4,30103,5,30054,4,30034,7,30135,6,30064,4,30034,4,30013,8,30064,3,30044,6,30125,6,30084,5
char_003_kalts,Kal'tsit,6,30145,4,30064,4,30054,4,31013,4,30094,4,30074,9,30115,6,30044,5,30064,3,30043,4,30104,4,30084,7,30135,6,30054,5,30074,4,30053,8,31034,4,31014,8,30145,6,30094,4
char_4042_lumen,Lumen,6,30145,4,30064,5,30084,4,31053,5,30044,4,31024,7,30135,6,30054,5,30094,4,30073,7,30054,4,31054,8,30145,6,30094,4,30104,3,30083,9,30064,3,30044,6,30125,6,30084,5
char_1016_agoat2,Eyjafjalla the Hvít Aska,6,30125,4,30044,5,30014,4,30053,8,30064,4,31034,5,30155,6,30054,4,30094,4,30033,7,30014,4,30054,8,30115,6,31044,6,31044,4,30013,9,31034,4,31014,8,30125,6,30094,5
char_1020_reed2,Reed The Flame Shadow,6,30155,3,30014,9,31054,4,31043,6,30094,4,30014,10,30155,6,30104,4,30044,4,31063,3,31064,4,31014,9,30115,6,30084,6,30074,4,30083,8,31054,4,30064,6,30125,6,31044,5
char_4056_titi,Titi,6,30155,4,30044,2,31024,4,31033,7,31034,4,30044,6,30155,6,31074,2,30054,4,30053,5,31064,4,31054,9,30145,6,31094,1,31084,4,31013,4,30044,4,31014,8,30165,6,30104,1
char_4179_monstr,Mon3tr,6,30145,4,30014,2,31064,4,30013,10,31084,4,31014,9,30135,6,30094,6,30044,4,30093,3,31044,4,31094,9,30155,6,30014,2,31054,4,31023,7,31074,4,30104,7,30145,6,31024,1
char_1052_kalts2,Kal'tsit·Esperanta,6,30115,4,31084,5,30014,4,31033,9,31024,4,30044,7,30155,6,31014,2,31034,4,30053,3,30054,4,31114,7,30145,6,31104,1,31064,4,31013,7,31084,4,31074,8,30165,6,31024,1
char_136_hsguma,Hoshiguma,6,30115,4,30094,5,30024,4,30103,5,30054,4,30034,7,30115,6,30094,6,30034,4,30013,8,30064,3,30044,6,30115,6,30034,6,30044,4,30023,4,30074,4,30054,8,30135,6,30074,7
char_202_demkni,Saria,6,30125,4,30084,5,30034,4,30013,8,30064,3,30044,6,30125,6,30084,5,30044,4,30023,4,30074,4,30054,8,30125,6,30054,5,30054,4,30033,6,30084,4,30064,5,30115,6,30104,6
char_423_blemsh,Blemishine,6,30135,4,30104,7,30094,4,30073,7,30064,3,30044,6,30125,6,30054,5,30014,4,30093,7,30084,4,30064,5,30115,6,31024,6,31014,4,30013,11,30104,4,30084,7,30125,6,31024,5
char_2025_shu,Shu,6,30145,3,31054,6,30094,4,31053,5,31054,4,31064,8,30135,6,31054,6,31054,4,30073,8,30074,4,30044,7,30145,6,30044,3,30014,4,31023,9,31024,4,30014,10,30155,6,30094,4
char_2014_nian,Nian,6,30115,4,31024,7,30094,4,30073,7,31014,4,30014,10,30125,6,31014,6,30104,4,30083,5,30044,4,31024,7,30115,6,31014,7,31024,4,30103,5,30054,4,31014,9,30135,6,31024,6
char_311_mudrok,Mudrock,6,30145,4,31024,5,30084,4,30063,4,30014,4,30094,9,30125,6,31034,4,31034,4,31013,3,31014,4,30014,10,30115,6,31024,6,30104,4,30083,5,30044,4,31024,7,30135,6,31014,6
char_4065_judge,Penance,6,30135,4,30074,8,31024,4,30043,6,31064,4,31044,8,30135,6,30064,4,31014,4,30103,6,30084,4,30104,7,30145,6,31064,4,30044,4,30073,4,30054,4,30084,7,30155,6,31014,4
char_416_zumama,Eunectes,6,30125,4,31014,7,30074,4,30053,8,30044,4,31024,7,30125,6,30094,5,30094,4,30073,7,30064,3,30044,6,30125,6,30054,5,30104,4,30083,5,30084,4,30064,5,30115,6,31024,6
char_4039_horn,Horn,6,30135,4,30044,7,31054,4,30063,5,30084,4,31044,8,30135,6,30104,5,31044,4,31023,7,30094,4,30074,9,30145,6,31014,4,30014,4,30093,7,30104,4,30084,7,30115,6,31054,6
char_1034_jesca2,Jessica the Liberated,6,30145,4,30064,4,30064,3,31063,4,30074,4,31064,8,30115,6,31034,5,30074,4,30083,8,31024,4,30044,7,30135,6,30084,5,31064,4,30063,4,30104,4,30074,9,30145,6,30084,4
char_4194_rmixer,Sankta Miksaparato,6,30135,4,31034,5,31054,4,30053,7,31074,4,30104,7,30115,6,31024,6,31014,4,31013,7,30094,4,31034,7,30135,6,30054,5,31094,4,31093,6,30014,4,31064,10,30155,6,31084,2
char_2026_yu,Yu,6,30135,4,31024,5,30044,4,30103,3,31044,4,30094,8,30135,6,30014,7,31054,4,31043,6,31074,4,30104,7,30155,6,31024,2,31014,4,30023,10,30094,4,31034,7,30145,6,30054,1
char_1044_hsgma2,Hoshiguma the Breacher,6,30165,4,31094,2,31024,4,30043,6,31034,4,30044,6,30165,6,31044,1,30054,4,30013,6,31064,4,31054,9,30115,6,31074,6,31084,4,30093,4,30044,4,31014,8,30135,6,31094,6
char_264_f12yin,Mountain,6,30145,4,31014,8,31024,4,30103,5,30074,4,30054,8,30135,6,30084,5,30044,4,31023,4,30084,4,30064,5,30145,6,30094,4,30054,4,31013,4,30094,4,30074,9,30125,6,30054,5
char_2024_chyue,Chongyue,6,30115,4,31024,5,31014,4,30023,9,30084,4,31034,7,30135,6,31054,6,30104,4,31023,5,30074,4,30044,7,30145,6,31064,4,31064,4,30093,4,31024,4,30064,6,30155,6,30104,4
char_4037_demetr,Bellone,6,30165,4,30044,1,31014,4,30093,7,31094,4,31034,7,30115,6,31044,6,30014,4,31023,9,31024,4,31064,9,30165,6,31074,1,31034,4,30033,4,30054,4,30044,7,30145,6,31094,1
char_172_svrash,SilverAsh,6,30135,4,30074,6,30044,4,30023,4,30074,4,30054,8,30135,6,30074,7,30054,4,30033,6,30084,4,30064,5,30135,6,30024,6,30064,3,30043,4,30094,4,30074,9,30125,6,30024,5
char_293_thorns,Thorns,6,30115,4,30044,6,30054,4,31013,4,31024,4,30104,8,30115,6,30084,6,30074,4,30053,8,30064,3,30044,6,30125,6,30054,5,30094,4,30073,7,30074,4,30054,8,30125,6,30104,5
char_4082_qiubai,Qiubai,6,30145,3,30084,6,30054,4,30103,4,31034,4,30074,8,30145,6,30094,4,31044,4,30073,8,31014,4,30054,8,30155,6,30044,4,30094,3,30053,4,30064,4,31054,6,30115,6,31034,5
char_4182_oblvns,Togawa Sakiko,6,30135,4,30104,7,30104,4,30103,4,31024,4,31084,8,30115,6,30044,5,31034,4,31043,3,30054,4,31044,8,30135,6,31054,6,31064,4,30023,9,31084,4,31074,8,30155,6,31014,2
char_4088_hodrer,Hoederer,6,30145,4,31064,6,31034,4,30013,4,31054,4,30084,8,30125,6,31044,5,31054,4,30073,5,31044,4,31024,8,30135,6,31084,6,31034,4,31013,5,31074,4,31044,8,30145,6,31014,4
char_4145_ulpia,Ulpianus,6,30145,4,31054,2,31014,4,30013,11,30094,4,30084,8,30115,6,31064,6,30104,4,30033,6,31024,4,30044,7,30155,6,31044,2,30054,4,31043,4,30084,4,30064,5,30135,6,31074,6
char_4058_pepe,Pepe,6,30135,4,31074,5,31024,4,30073,7,31034,4,31044,7,30145,6,31054,1,30084,4,31073,4,31064,4,31074,8,30125,6,31014,6,30044,4,30093,3,31044,4,30014,10,30115,6,30104,6
char_1051_headb2,Zima the Raging Tide,6,30115,4,31044,7,31064,4,31063,6,31084,4,31054,8,30145,6,31024,1,30044,4,30103,3,31044,4,31014,9,30165,6,30054,1,31054,4,31043,6,31074,4,30014,10,30115,6,31084,5
char_010_chen,Ch'en,6,30115,4,30074,6,30084,4,30063,4,30014,4,30094,9,30115,6,30074,7,30094,4,30073,7,30024,4,30104,8,30135,6,30034,6,30104,4,30083,5,30024,4,30104,8,30135,6,30044,5
char_4009_irene,Irene,6,30125,4,30104,7,30054,4,31013,4,30014,4,30094,9,30145,6,30044,4,30064,3,30043,4,31014,4,30014,10,30125,6,30064,4,30074,4,30053,8,31024,4,30104,8,30115,6,30044,5
char_4116_blkkgt,Degenbrecher,6,30155,3,30094,7,31024,4,30033,8,30014,4,30074,10,30115,6,30064,4,31074,5,30053,3,30044,4,31034,6,30125,6,31044,5,31064,4,30043,5,30104,4,31024,8,30135,6,31034,5
char_017_huang,Blaze,6,30135,4,30064,6,30064,3,30043,4,30064,3,30044,6,30135,6,30064,4,30074,4,30053,8,30074,4,30054,8,30125,6,30084,5,30084,4,30063,4,30084,4,30064,5,30115,6,30064,4
char_1026_gvial2,Gavial the Invincible,6,30125,4,31014,6,30044,4,31043,3,31044,4,31014,9,30145,6,30014,4,30054,4,31013,4,30014,4,30094,9,30125,6,30064,4,30064,3,30043,4,31014,4,30014,10,30115,6,30044,5
char_350_surtr,Surtr,6,30115,4,30054,5,30084,4,30063,4,30054,4,31014,9,30135,6,30064,4,30104,4,30083,5,30074,4,30054,8,30125,6,30104,5,30014,4,30093,7,30094,4,30074,9,30135,6,31014,6
char_4098_vvana,Viviana,6,30135,4,31014,8,31064,4,30033,6,30074,4,30014,10,30145,6,30054,4,30014,4,30083,8,31014,4,31074,8,30115,6,30074,7,30074,4,30043,8,30094,4,30054,7,30125,6,31074,5
char_1019_siege2,Vina Victoria,6,30145,4,30014,2,30014,4,31033,9,30104,4,31084,7,30145,6,30044,1,31024,4,30053,6,31034,4,31044,7,30115,6,31054,6,30054,4,31013,4,30084,4,30064,5,30135,6,31074,6
char_1050_chen3,Ch'en the Dawnstreak,6,30155,4,31064,3,30054,4,30083,5,31064,4,31044,9,30165,6,30014,1,31084,4,31073,4,30044,4,31074,7,30115,6,31034,5,31044,4,30043,7,31054,4,31094,9,30155,6,31064,2
char_188_helage,Hellagur,6,30125,4,30034,7,30024,4,30103,5,30054,4,30034,7,30135,6,30044,5,30034,4,30013,8,30064,3,30044,6,30125,6,30044,4,30044,4,30023,4,30074,4,30054,8,30125,6,30094,5
char_4121_zuole,Zuo Le,6,30115,4,30074,8,31074,4,30103,4,31034,4,31054,7,30125,6,30104,5,31064,4,30013,7,31064,4,30064,5,30145,6,31084,4,30044,4,31083,3,31054,4,31084,8,30115,6,31054,6
char_485_pallas,Pallas,6,30145,4,30074,6,30094,4,30073,7,31024,4,30104,8,30145,6,30044,4,30014,4,30093,7,30054,4,31014,9,30125,6,31024,5,31014,4,30013,11,30064,3,30044,6,30115,6,31014,7
char_1014_nearl2,Nearl the Radiant Knight,6,30115,4,31014,8,30044,4,31043,3,31044,4,31014,9,30115,6,31024,6,30054,4,31013,4,30014,4,30094,9,30135,6,31014,6,30064,3,30043,4,31014,4,30014,10,30145,6,30014,4
char_4011_lessng,Lessing,6,30145,4,31084,5,31084,4,30023,7,30054,4,31014,9,30135,6,30084,6,31054,4,30083,7,30084,4,31044,8,30145,6,31014,4,30054,4,31063,5,31074,4,31084,8,30155,6,30054,4
char_1032_excu2,Executor the Ex Foedere,6,30155,3,31014,7,30054,4,30043,5,31034,4,30014,9,30145,6,30104,4,31024,4,31023,7,30104,4,31044,8,30155,6,30064,3,31054,4,30073,8,30044,4,30094,7,30115,6,31024,6
char_4010_etlchi,Entelechia,6,30145,4,30054,2,31084,4,31053,4,30044,4,31014,8,30145,6,30094,1,31044,4,30063,5,31054,4,30014,10,30115,6,30104,6,31074,4,30073,7,31014,4,31024,9,30135,6,31034,5
